home_score,home_wins,home_losses,home_fgm,home_fga,home_3pm,home_3pa,home_ftm,home_fta,home_oreb,home_dreb,home_treb,home_ast,home_blk,home_to,home_pf,home_poss,away_score,away_wins,away_losses,away_fgm,away_fga,away_3pm,away_3pa,away_ftm,away_fta,away_oreb,away_dreb,away_treb,away_ast,away_blk,away_to,away_pf,away_poss,winner
78,25,8,27,59,8,21,17,24,12,26,3,13,5,12,18,55,67,23,10,25,54,7,18,10,14,9,24,3,14,4,9,16,51,home
113,1,0,47,85,8,26,11,20,17,45,2,31,4,20,16,90,59,0,1,19,54,7,24,14,20,11,21,5,10,5,21,25,55,home
74,8,6,26,55,9,24,12,17,7,28,2,15,3,13,17,59,85,12,5,29,61,11,26,17,22,9,30,3,14,2,12,17,60,away
73,17,12,26,55,7,20,15,23,10,26,3,13,6,14,19,56,76,18,11,26,61,9,24,15,20,11,25,3,13,5,10,17,54,away
78,32,3,27,54,9,24,15,19,9,25,2,14,3,11,14,55,72,26,9,26,58,8,22,12,19,12,25,3,14,4,11,16,52,away
73,5,2,26,63,8,24,14,23,15,23,4,9,3,11,21,52,51,0,2,18,69,5,26,10,17,14,22,4,7,1,13,22,49,home
68,12,9,25,62,5,15,13,20,14,27,3,11,5,11,17,52,73,14,8,25,58,7,21,15,22,11,25,2,14,6,11,18,53,away
79,10,2,26,57,9,23,19,27,11,25,2,17,5,12,15,53,64,1,8,24,65,6,22,10,17,15,23,3,13,2,14,19,53,home
82,20,10,28,61,9,24,16,23,10,29,2,15,4,12,18,59,76,18,14,26,57,7,18,16,24,11,27,4,14,4,15,18,57,home
77,16,2,27,59,8,20,15,22,13,27,4,17,6,13,16,54,66,8,10,24,57,5,18,13,20,11,26,4,13,4,15,18,55,home
72,18,13,26,59,7,22,13,20,10,26,3,12,5,12,16,55,73,13,17,26,61,8,21,13,18,11,26,3,14,4,12,17,56,home
78,10,3,27,58,8,21,16,21,9,28,4,17,5,15,17,60,76,8,5,26,56,7,21,18,25,10,28,4,12,2,13,17,55,away
71,19,14,24,56,5,16,18,23,10,27,3,13,4,13,19,54,77,22,6,27,57,10,30,14,18,8,27,3,16,3,13,18,58,away
72,7,1,26,60,5,18,16,23,16,27,5,12,6,13,18,51,74,3,5,26,59,11,28,11,15,8,24,3,13,3,12,18,57,home
73,11,10,27,58,8,20,11,18,10,25,3,14,3,13,17,58,72,7,14,26,59,6,17,14,21,11,24,3,12,3,14,20,58,home
75,5,5,26,61,7,22,16,22,13,25,3,13,4,13,20,55,71,6,4,26,55,9,24,11,17,8,24,2,14,3,14,18,57,away
90,18,5,32,66,7,21,19,27,13,27,3,17,6,12,19,62,75,9,13,28,62,6,19,12,18,12,25,3,13,4,15,19,60,home
76,8,15,27,61,6,18,14,20,12,23,3,13,2,13,19,57,72,14,10,26,59,5,16,16,23,13,26,4,11,3,14,19,55,home
72,8,5,25,54,8,20,14,20,9,26,3,15,2,15,21,57,71,4,10,26,61,7,20,11,16,10,25,4,14,3,13,17,58,home
74,17,11,27,58,7,21,14,20,12,24,3,17,5,13,17,56,85,22,6,30,64,8,21,17,25,15,23,3,17,5,12,21,58,away
74,7,9,26,60,7,22,16,21,12,23,2,12,4,13,21,55,77,8,7,28,63,8,22,14,19,9,29,4,14,3,13,15,62,home
78,4,0,26,64,7,24,18,25,16,29,4,13,6,11,14,52,75,4,1,27,56,7,19,14,22,15,27,4,17,2,12,16,51,home
84,6,2,28,63,7,23,21,28,14,24,2,16,2,14,24,58,77,6,3,25,52,8,20,18,25,12,27,4,14,5,16,16,54,away
71,2,0,25,58,11,27,11,14,10,32,4,18,2,14,17,57,73,1,0,27,64,9,22,10,15,17,26,2,13,5,11,17,51,away
64,5,20,23,54,8,23,11,17,8,21,2,12,3,14,18,54,72,12,13,26,57,8,20,11,18,10,24,3,14,3,13,17,57,home
76,16,10,27,60,9,24,13,18,11,27,3,14,4,13,16,58,76,15,11,26,60,9,23,14,19,11,25,2,14,4,10,13,54,away
70,4,12,26,59,6,17,13,19,11,26,3,12,3,14,20,57,69,4,12,24,56,8,25,12,16,6,28,2,12,3,13,18,58,home
70,7,14,24,55,9,24,13,18,9,23,3,14,2,14,16,56,64,6,13,22,54,8,23,13,17,9,25,3,13,3,16,18,55,away
74,16,16,26,60,7,21,14,19,9,25,2,13,5,12,19,58,85,27,4,29,59,8,21,19,24,10,28,3,17,3,13,17,60,away
86,20,2,28,63,10,26,19,25,13,27,3,15,6,13,20,58,72,8,14,24,56,8,25,16,22,10,24,3,12,4,12,20,52,home
63,4,4,21,54,5,20,16,23,11,23,4,11,4,13,18,48,82,7,1,29,60,9,21,15,22,13,28,3,17,3,14,22,59,away
61,11,12,21,48,8,22,11,17,6,19,3,13,2,11,15,49,68,7,16,24,55,9,24,12,17,8,24,3,13,3,14,19,56,home
89,5,3,31,63,10,28,17,23,10,26,4,18,5,14,18,65,72,4,4,25,53,9,23,13,19,8,25,3,15,2,15,17,57,home
69,6,14,24,55,9,25,12,18,9,23,3,14,2,14,16,55,75,7,13,27,57,9,24,12,16,9,22,3,16,2,14,17,59,home
71,14,10,26,54,8,20,12,19,9,27,2,17,5,15,20,57,81,14,11,29,63,8,23,15,22,12,27,3,18,4,14,18,60,home
79,4,4,27,58,9,27,16,19,11,29,2,15,4,16,20,60,71,3,4,24,60,8,26,15,21,9,27,4,12,3,11,22,54,home
75,11,7,27,58,9,25,11,18,9,26,2,14,2,12,19,58,70,8,10,25,60,6,18,15,23,13,27,3,13,2,12,22,52,home
75,12,7,26,58,8,22,15,20,10,28,3,13,3,15,20,58,76,13,6,27,58,6,19,16,23,10,23,3,12,6,14,19,58,away
70,6,21,25,57,7,22,14,20,12,24,2,12,3,16,21,56,69,9,20,26,58,7,21,10,14,10,25,3,13,3,14,18,58,home
68,5,13,23,55,5,14,19,28,11,25,4,9,3,15,21,52,80,9,9,27,62,9,26,17,24,12,27,3,15,3,12,21,56,away
79,4,0,26,54,11,25,17,24,13,27,3,19,5,11,17,50,74,3,1,27,59,10,27,12,17,11,32,2,13,4,14,16,58,away
74,12,16,26,57,8,21,15,21,9,22,2,13,2,13,20,56,77,18,10,28,59,8,23,14,19,13,25,3,16,3,15,18,58,home
82,10,1,30,61,7,19,15,22,12,27,4,17,5,13,17,60,80,8,4,31,61,7,21,12,17,9,25,2,17,4,14,20,64,home
95,3,0,37,74,10,24,11,19,18,27,3,23,5,11,17,65,62,0,3,22,62,7,19,12,21,15,22,2,10,3,17,19,53,home
73,16,9,26,55,6,19,15,23,10,27,3,13,6,14,19,56,78,14,10,28,58,8,23,14,19,10,24,2,14,4,12,17,58,home
66,4,16,22,54,8,25,14,21,10,26,3,12,2,17,17,54,71,9,11,26,59,7,20,13,23,10,27,4,12,4,11,19,56,home
81,13,6,29,63,7,20,16,24,14,24,4,15,4,12,18,57,73,13,4,28,59,7,20,10,16,10,27,3,13,4,12,16,58,away
66,6,6,23,57,8,25,11,15,10,23,3,12,3,12,19,53,74,4,9,25,55,8,19,16,23,9,28,3,12,3,17,22,59,home
76,1,0,23,46,1,11,29,42,7,25,2,9,6,14,18,52,71,1,1,25,56,8,26,14,21,14,24,2,16,1,15,18,53,home
69,9,2,23,50,7,14,16,21,8,25,4,14,3,14,17,53,48,0,2,17,66,6,27,9,14,12,20,6,8,3,17,16,53,home
69,4,20,25,61,6,16,12,20,11,23,4,12,2,14,20,57,68,11,11,25,59,7,21,12,19,12,27,4,14,4,14,20,54,away
69,14,14,26,56,7,21,10,16,8,26,2,13,4,13,16,57,69,8,17,25,58,7,21,12,19,12,21,3,13,3,15,19,55,away
89,10,5,29,65,9,24,21,29,16,23,3,14,4,14,25,59,81,10,4,31,68,9,24,10,16,12,29,3,16,3,10,15,61,away
95,2,1,35,62,8,20,17,25,9,28,5,13,9,14,25,69,64,1,4,22,62,6,22,13,20,12,21,3,12,2,19,22,59,home
81,12,0,28,56,10,25,15,19,9,27,2,15,3,10,14,56,73,7,6,25,57,5,17,18,24,12,24,3,12,3,14,20,55,home
76,10,4,28,61,8,23,13,18,12,28,4,13,3,13,16,57,78,12,1,28,56,8,21,15,21,8,29,2,15,6,12,16,58,away
76,7,18,27,61,7,20,14,19,9,25,3,15,3,12,17,59,70,7,15,25,57,9,23,12,17,7,27,3,13,5,13,19,58,away
75,17,10,28,61,7,21,12,18,13,29,3,16,6,14,16,58,75,19,8,28,59,7,22,12,18,11,26,3,14,5,13,17,58,away
86,16,2,31,59,9,22,15,21,12,31,2,22,8,14,18,60,75,14,4,28,59,9,26,9,15,9,25,2,16,3,10,14,57,away
79,15,8,28,59,9,25,15,19,10,26,2,15,5,13,21,59,76,17,6,27,58,7,19,15,22,10,23,3,12,5,13,19,58,home
75,9,7,27,60,7,21,14,21,11,24,2,14,5,13,19,57,78,12,6,25,59,9,28,20,26,9,30,3,15,4,14,22,58,away
74,4,3,25,58,8,24,15,21,9,26,4,12,5,15,20,59,50,0,1,15,51,8,25,12,17,11,22,5,11,5,21,20,49,home
75,11,9,27,58,9,23,13,19,11,25,4,16,5,12,16,55,82,12,7,28,60,8,21,17,22,11,26,3,16,4,13,20,58,home
88,16,13,28,67,13,35,19,24,11,28,4,12,3,11,19,60,78,14,15,28,62,6,18,16,22,13,23,3,14,4,12,21,57,away
80,19,9,29,61,11,30,12,17,10,25,3,16,2,11,16,59,64,8,18,22,56,8,23,12,16,9,24,3,12,3,15,18,55,home
68,4,3,23,55,7,21,15,22,9,27,3,12,4,16,18,56,75,5,3,27,57,9,25,12,20,11,25,3,14,3,15,22,58,away
76,12,19,26,62,9,25,15,20,10,27,4,14,3,14,19,59,79,8,23,28,63,9,25,15,19,11,24,3,14,3,14,20,61,home
78,16,6,27,56,7,21,17,23,11,22,4,12,5,14,19,56,58,7,17,21,57,6,20,11,16,12,23,4,11,2,16,21,51,home
72,19,11,25,56,8,23,14,20,10,29,4,13,2,12,16,54,82,18,11,28,61,10,24,15,21,9,26,3,15,3,12,19,60,home
72,3,8,25,61,8,22,14,20,12,23,3,14,4,14,22,56,68,6,5,25,55,6,19,13,21,10,25,3,14,5,13,20,54,away
78,19,6,27,58,8,19,17,22,10,25,3,14,3,11,20,55,77,21,3,29,61,7,18,14,19,11,23,3,16,4,11,19,57,home
72,6,12,25,59,8,22,13,19,9,21,3,13,2,12,19,56,73,7,11,25,59,8,23,15,21,12,26,5,15,4,14,22,55,home
73,12,4,27,61,7,19,14,20,13,27,3,15,5,11,16,53,87,12,5,30,64,10,28,17,22,9,26,4,18,6,14,18,65,home
103,5,3,33,77,14,39,23,29,16,26,5,21,3,15,24,69,75,4,4,27,62,8,26,12,20,14,27,2,15,3,15,18,58,home
80,12,5,28,57,10,24,14,20,9,25,3,15,2,12,18,58,76,5,12,26,59,9,26,15,23,13,26,5,13,4,17,19,59,away
77,8,5,26,59,7,20,19,26,12,25,3,14,5,14,22,55,83,11,2,29,62,6,17,19,25,13,27,4,16,6,13,20,58,away
75,11,16,26,62,7,21,15,22,11,24,4,13,3,13,20,57,78,22,5,27,56,11,28,14,21,10,25,3,15,3,11,18,55,home
71,1,3,24,57,7,23,17,23,7,29,5,12,3,14,22,58,96,1,2,31,65,10,25,24,34,14,30,4,17,4,15,22,62,away
73,4,11,26,60,9,27,11,16,8,27,3,15,3,14,19,61,75,6,7,27,58,8,23,13,18,9,27,4,17,2,14,21,59,away
59,0,5,21,59,7,19,10,16,10,19,2,8,3,15,22,54,81,1,4,26,69,10,37,18,26,12,25,3,13,3,15,18,62,away
81,6,2,29,59,8,19,16,23,10,29,3,14,5,16,19,62,82,8,2,28,60,8,22,18,25,13,31,6,17,3,12,20,56,away
95,3,3,30,66,13,32,22,33,16,34,5,17,5,16,23,62,95,2,1,32,65,17,41,13,17,9,27,2,23,0,7,17,62,home
74,10,6,27,61,8,26,13,20,10,27,2,17,5,15,23,60,76,12,3,26,56,8,22,15,23,9,26,3,15,4,11,19,55,home
67,12,10,24,55,10,26,10,13,7,24,2,15,2,11,19,54,73,18,2,27,54,9,23,10,13,10,26,2,17,3,11,14,53,away
83,9,0,28,61,9,24,18,25,12,28,3,15,6,11,16,56,81,6,4,29,63,9,25,15,21,13,29,2,15,5,15,19,60,home
69,11,17,25,58,7,20,12,19,12,22,3,13,4,14,19,55,78,21,8,28,59,8,23,13,18,10,27,2,17,3,12,18,59,away
79,10,11,27,63,11,30,15,20,11,23,4,16,3,12,20,58,71,10,12,24,60,7,20,16,21,12,26,3,12,4,13,19,54,home
62,3,7,23,56,5,17,13,19,9,27,3,12,3,16,21,56,76,9,3,26,55,6,18,18,26,11,29,3,13,3,15,21,56,home
72,27,3,26,53,9,22,11,14,10,26,2,17,3,11,15,52,81,22,10,28,60,7,19,19,26,10,32,4,16,5,14,20,60,home
82,13,5,29,59,8,22,16,22,12,28,3,17,4,14,17,59,67,2,17,24,60,5,17,14,19,10,23,4,11,2,15,22,57,home
76,9,3,27,59,8,22,14,20,11,27,3,13,4,12,16,56,73,9,4,27,59,6,22,14,21,11,27,2,12,6,12,17,56,away
74,2,0,27,52,8,20,13,22,8,28,3,17,5,15,20,58,80,1,0,27,55,9,23,17,20,7,26,2,16,5,12,12,58,home
78,3,3,27,63,6,19,18,26,15,28,5,13,3,13,18,55,86,3,2,28,58,6,18,25,35,13,28,4,13,5,17,19,60,home
64,8,19,22,56,8,23,12,16,9,24,3,12,3,15,18,55,77,9,20,27,58,9,24,14,18,8,22,3,17,2,14,16,60,away
77,15,11,28,58,8,23,14,19,10,24,2,14,4,12,18,57,72,11,16,24,55,8,25,16,22,10,24,3,12,3,12,20,52,home
79,4,6,27,63,9,24,17,24,13,27,4,15,4,14,21,58,63,2,8,22,57,6,18,14,21,11,24,3,10,3,15,21,52,home
76,10,13,26,56,8,22,15,20,11,25,3,15,2,13,18,55,77,16,7,27,57,11,25,12,16,8,24,3,16,3,13,17,59,home
74,12,11,26,60,7,22,15,20,11,24,2,12,3,13,19,56,72,13,10,26,57,7,20,13,20,10,25,3,13,6,13,17,56,away
78,7,4,29,60,7,20,13,18,8,25,2,16,4,14,20,63,67,0,1,24,63,9,26,10,12,9,17,7,10,5,18,13,63,home
69,5,16,23,60,6,22,16,24,12,27,4,12,2,13,20,53,81,17,5,28,61,7,18,19,25,12,25,3,15,5,12,22,57,home
73,9,8,28,60,7,19,11,17,12,24,4,16,4,13,19,57,72,9,9,23,54,9,24,17,22,8,26,3,12,2,12,20,53,away
83,20,9,28,60,9,24,19,25,10,26,3,14,4,11,19,57,76,16,14,26,57,7,18,16,24,11,27,3,14,4,15,18,57,away
63,5,16,23,60,7,23,11,18,14,24,4,9,3,15,20,53,63,5,18,22,55,6,19,12,19,11,21,4,11,3,18,23,56,home
72,11,17,24,55,9,25,16,21,10,24,3,12,3,12,20,52,75,17,11,28,61,7,20,13,19,12,29,3,16,6,14,16,58,away
67,1,4,25,60,6,17,12,17,10,24,3,13,1,15,16,58,70,2,2,24,55,8,23,14,23,13,24,4,12,4,16,20,54,away
74,0,4,27,65,6,19,14,22,15,25,4,12,4,17,23,60,72,3,2,26,58,8,23,13,19,11,26,3,14,2,13,17,55,home
70,16,10,25,57,8,23,14,19,10,26,3,11,5,12,17,53,75,16,11,26,57,6,18,16,24,10,26,2,13,4,14,21,57,away
77,21,2,27,54,9,24,14,18,9,25,3,14,3,11,14,55,77,11,13,26,60,9,24,15,21,11,25,4,14,6,14,20,58,home
76,13,15,26,56,9,24,15,21,9,23,3,14,2,12,18,56,70,9,17,25,58,7,22,14,20,11,23,4,13,3,14,21,56,home
82,3,0,29,56,8,23,16,24,9,28,3,19,4,15,15,61,76,1,2,28,63,10,28,11,16,13,18,4,16,2,16,21,60,home
77,26,3,27,54,9,24,15,18,9,25,3,14,3,11,15,55,84,22,6,31,61,9,21,12,17,8,26,3,18,3,12,16,64,home
85,14,11,28,60,10,28,19,27,10,27,3,17,3,16,22,61,73,9,15,25,60,8,26,15,21,12,26,3,13,3,14,20,57,home
64,3,6,23,63,6,23,11,19,15,22,3,12,3,12,22,50,53,1,3,17,54,6,22,12,18,10,22,4,9,1,18,22,51,away
69,10,8,24,60,8,26,12,17,12,25,3,13,3,12,20,53,91,15,3,33,64,10,27,15,21,12,29,4,18,4,13,18,64,away
71,4,1,24,58,6,21,16,21,11,28,4,9,4,12,18,53,88,4,1,31,65,7,19,18,25,10,26,2,16,6,12,20,64,away
79,22,9,28,57,6,15,16,23,9,26,3,14,4,12,15,58,77,20,12,29,59,7,19,13,17,10,28,3,17,4,13,15,60,home
94,3,0,32,65,9,23,21,27,14,33,3,19,6,13,19,62,82,2,1,29,60,10,28,14,18,10,22,2,15,4,13,17,60,home
91,9,2,32,62,6,17,20,29,13,31,4,19,4,16,19,64,56,0,11,21,58,4,15,9,14,10,21,3,10,2,13,20,52,home
70,4,6,25,57,8,24,13,19,8,23,4,12,3,13,21,57,76,6,4,26,54,9,23,15,21,8,24,3,14,2,12,19,56,away
56,0,1,20,61,8,29,8,15,15,17,6,12,1,19,20,53,53,0,1,21,62,4,19,7,8,9,37,4,5,1,24,17,65,home
79,9,7,28,57,9,22,14,18,8,28,3,16,3,15,18,63,61,9,9,21,49,8,22,11,16,6,19,3,14,2,11,15,49,home
83,10,6,28,62,7,19,19,25,13,24,4,14,5,12,21,57,65,7,10,23,56,8,24,12,16,8,20,2,13,3,13,19,54,home
78,20,14,26,60,10,27,17,23,8,29,3,15,4,14,21,59,77,17,16,26,60,9,28,16,23,9,31,2,16,4,15,19,61,home
81,29,4,29,57,8,20,15,21,11,30,2,19,7,13,18,58,81,25,9,28,59,8,23,18,25,9,28,2,14,4,13,19,59,home
63,7,20,21,54,5,17,16,24,12,24,3,9,4,15,18,50,75,20,6,27,58,8,22,14,20,11,27,4,14,3,13,18,56,away
80,7,12,28,65,11,30,11,15,11,25,4,14,4,15,16,64,69,4,13,25,58,5,15,13,20,10,23,4,15,3,15,17,58,home
74,16,16,26,58,5,16,16,23,12,25,3,14,4,14,20,56,81,27,5,27,62,9,24,18,24,11,28,3,13,5,13,21,58,home
98,1,0,35,61,3,12,25,32,14,35,4,22,10,21,21,71,98,2,0,40,74,11,24,7,14,15,30,3,24,5,12,16,72,away
77,15,9,25,59,9,27,18,24,9,29,3,15,5,14,22,58,74,14,9,26,56,6,18,16,24,10,26,2,13,4,14,21,57,home
80,12,6,27,58,10,25,15,21,9,28,3,16,4,13,17,59,74,9,9,26,60,7,22,15,21,12,23,2,12,3,13,20,55,home
82,15,13,29,59,9,24,15,21,9,28,3,18,5,13,18,60,74,19,11,26,58,5,15,18,26,13,26,3,11,4,13,20,53,home
64,16,10,23,56,5,16,13,20,13,25,3,14,5,12,18,48,86,15,12,29,64,10,27,18,24,9,27,4,16,4,12,19,63,home
77,1,3,28,64,8,21,13,19,11,20,3,15,6,11,21,59,66,1,3,23,60,6,25,14,21,10,27,5,13,4,18,25,60,home
83,18,4,28,59,10,23,17,23,9,27,3,17,4,11,18,58,78,15,7,28,56,7,17,15,22,10,24,2,13,4,12,19,56,home
81,2,6,29,66,9,27,14,19,11,28,3,14,3,15,22,65,70,3,4,25,60,9,28,12,19,10,26,4,13,4,13,19,57,home
75,9,6,27,59,10,27,11,16,8,26,3,15,2,11,18,57,76,9,5,28,59,9,22,12,17,11,27,3,18,4,13,17,57,home
77,2,0,29,59,7,17,13,15,12,32,2,15,5,14,16,58,82,1,1,29,60,7,23,18,27,11,22,4,13,4,13,22,60,home
72,6,2,26,55,6,17,14,19,8,25,4,15,4,14,20,57,70,4,3,25,58,5,12,15,23,13,26,3,15,8,15,18,54,away
73,21,8,25,60,7,20,16,23,13,24,4,13,4,14,21,54,73,14,14,25,57,8,22,14,21,10,26,3,12,4,14,20,57,home
73,11,10,27,57,6,17,13,19,11,27,4,15,3,15,20,58,63,2,21,23,56,5,18,12,17,11,23,4,10,3,16,18,55,home
77,4,1,27,63,7,21,15,19,12,31,1,14,7,12,15,58,81,6,1,30,61,7,20,14,22,13,24,3,16,4,13,18,58,away
74,12,14,26,60,7,22,14,19,11,24,2,12,3,13,19,57,72,11,14,25,58,10,27,12,17,10,24,4,13,2,14,20,57,home
74,22,11,25,59,7,23,16,23,12,27,3,16,4,13,20,54,76,18,14,26,54,9,22,15,20,10,25,3,15,2,12,17,54,away
75,3,0,27,56,7,18,14,22,13,37,2,14,5,14,15,55,85,4,0,30,57,12,28,14,18,8,27,2,14,4,9,17,58,away
74,8,3,25,55,9,21,16,21,10,30,4,16,3,15,19,56,72,4,10,26,59,7,19,12,19,13,28,3,14,5,15,21,57,away
75,27,4,26,55,7,17,17,22,11,26,3,14,3,11,17,53,75,19,13,26,58,7,21,16,22,12,26,3,14,4,12,18,54,home
92,22,3,34,64,10,25,13,18,9,30,2,22,5,12,16,68,64,4,21,23,53,6,18,12,19,9,24,3,12,4,16,20,54,home
76,8,14,27,62,10,27,12,17,10,28,3,17,2,14,20,60,67,6,15,24,56,8,23,10,15,7,25,3,13,3,15,18,59,home
64,1,11,23,58,8,22,11,16,7,21,2,10,4,14,20,57,56,1,13,19,61,7,23,11,19,12,22,5,8,2,14,21,49,home
71,11,12,26,58,6,18,14,21,10,26,3,12,2,10,17,53,77,15,8,28,58,7,19,15,21,12,27,4,12,5,13,20,57,away
65,7,14,24,58,7,21,12,17,12,23,3,12,4,14,17,53,74,16,7,27,58,7,19,13,18,12,27,3,16,5,13,16,56,away
75,2,1,27,59,8,27,12,18,15,26,3,15,4,17,17,57,74,2,1,28,54,3,14,16,26,11,27,2,17,3,13,20,55,home
76,11,4,27,57,10,25,12,18,9,27,2,14,2,13,19,58,85,14,0,30,61,9,22,16,21,12,30,4,17,4,12,18,60,away
79,13,18,29,60,8,20,14,21,12,26,3,18,4,13,16,59,75,14,17,27,61,7,22,15,21,13,21,3,14,2,14,22,56,home
79,2,3,27,62,9,26,17,25,7,28,3,16,4,12,22,60,60,1,3,22,57,6,21,10,16,14,23,4,13,2,18,19,53,away
85,23,3,29,59,8,21,18,24,10,29,2,17,3,13,17,60,79,17,8,29,61,7,20,14,21,12,26,2,16,4,13,18,59,home
70,7,4,25,55,7,21,13,17,10,25,3,13,3,13,16,55,86,6,3,31,65,6,19,18,25,13,24,3,14,4,12,21,60,home
78,3,4,24,62,9,28,22,28,13,23,2,14,2,15,22,55,68,3,3,23,56,6,17,16,21,9,29,3,11,5,14,14,54,home
64,5,6,22,54,10,26,11,16,7,23,3,11,3,12,17,52,78,9,4,28,59,9,24,14,20,12,24,2,15,4,11,17,55,away
76,11,10,26,59,7,21,16,23,12,27,3,14,4,13,19,55,79,19,2,28,58,8,22,15,21,11,26,3,17,7,13,16,58,home
80,11,2,28,59,7,20,17,25,13,25,3,18,5,12,18,55,78,6,6,27,61,8,20,16,23,12,27,4,13,5,14,19,59,home
75,3,1,25,57,6,18,20,26,10,31,3,14,3,13,16,54,90,2,0,31,64,6,18,22,27,13,30,3,21,5,10,17,59,away
73,2,2,26,60,8,21,14,18,11,25,2,16,4,13,18,56,85,2,1,30,69,10,28,15,22,16,29,3,17,5,15,17,62,home
71,1,1,26,58,3,14,17,23,8,29,3,12,4,16,23,61,79,1,1,27,65,10,24,17,23,13,27,6,13,4,11,23,55,home
75,11,10,26,55,9,24,13,17,7,27,2,14,2,13,17,58,74,10,9,28,58,7,20,11,16,8,29,3,13,4,14,15,62,home
83,24,3,30,61,9,21,15,22,12,27,2,16,5,13,19,59,75,17,10,27,58,7,21,14,20,12,24,3,17,5,13,17,56,home
85,7,13,30,70,12,35,13,20,12,25,3,18,3,16,19,67,77,18,4,27,57,8,22,15,20,10,26,3,15,4,13,18,57,away
66,12,15,24,56,5,18,12,16,10,23,2,13,5,13,15,53,70,9,17,26,57,7,20,12,17,8,23,2,15,3,12,17,57,home
118,1,0,40,58,13,23,25,35,10,35,1,26,6,14,18,72,104,1,0,36,68,11,28,21,30,17,23,3,17,3,8,24,59,away
67,12,12,24,55,7,19,12,18,10,27,4,14,6,13,17,52,75,18,8,27,61,6,19,15,23,12,26,3,16,5,11,17,55,home
83,2,2,31,57,10,22,12,18,7,28,2,16,4,13,17,64,73,1,2,26,65,9,32,12,16,11,22,3,15,3,12,24,58,away
81,10,6,28,64,7,21,17,26,11,30,3,14,4,14,19,62,73,11,6,24,56,9,23,17,23,11,25,3,12,2,16,18,55,home
79,6,9,26,61,8,24,18,24,9,24,3,12,3,12,23,58,66,3,14,21,54,6,19,17,25,11,24,3,11,3,17,21,54,home
68,6,9,24,56,7,19,13,21,15,25,4,12,3,15,21,51,62,6,12,21,56,5,16,14,22,11,23,3,11,2,16,20,52,home
65,11,15,22,58,7,23,13,19,13,23,3,12,3,12,21,49,71,11,15,25,59,6,18,14,22,12,22,4,11,2,14,20,55,away
83,13,3,29,59,9,22,17,24,9,27,3,17,3,12,17,60,81,15,2,29,62,10,25,14,16,11,26,3,18,4,9,15,57,away
73,1,3,26,65,8,26,13,19,14,23,5,12,5,15,18,58,68,0,2,23,63,10,32,13,22,13,23,4,14,3,20,29,60,home
78,22,10,28,60,8,22,13,18,10,25,2,16,4,10,16,57,78,22,11,27,60,9,25,14,18,10,25,3,15,4,12,20,57,home
87,10,1,32,66,7,19,15,22,13,31,4,19,5,13,15,63,77,7,4,27,56,11,25,12,15,7,23,3,16,2,13,18,59,away
76,15,10,28,58,11,28,10,13,7,26,2,17,2,10,15,58,63,9,17,22,54,8,25,11,15,6,23,3,14,3,13,16,54,home
80,16,12,29,62,10,26,12,17,9,26,3,16,3,12,17,61,69,13,15,23,53,8,19,14,20,10,22,2,14,4,16,20,54,home
80,2,6,26,70,11,40,17,25,12,24,4,14,3,15,18,62,50,0,1,19,53,7,20,5,6,9,25,3,12,2,23,15,58,home
48,0,2,17,50,7,26,7,12,11,11,3,11,1,11,16,41,83,2,1,27,63,8,27,20,29,12,29,2,17,6,19,25,64,away
81,5,3,29,62,8,21,16,21,9,31,4,13,3,14,18,63,74,8,4,26,63,6,21,16,23,13,28,4,12,4,12,19,54,home
74,9,8,26,55,9,24,12,17,7,28,2,14,3,13,17,58,72,7,12,27,62,6,18,11,17,14,24,4,15,4,14,17,57,home
88,13,9,31,70,10,27,16,22,14,23,3,17,4,13,23,63,75,12,11,26,58,9,24,14,18,8,27,2,13,3,12,20,57,home
75,21,11,25,58,6,20,19,26,12,23,3,12,3,11,17,52,72,16,16,26,59,6,18,15,23,12,22,4,11,2,14,20,55,home
76,8,1,28,55,10,25,11,14,10,24,1,19,3,10,16,54,83,7,2,29,60,5,15,20,27,13,24,4,14,6,14,20,58,home
80,14,14,28,58,8,21,16,24,10,27,3,16,3,14,17,59,89,16,12,29,67,13,35,19,25,12,28,4,12,3,11,19,60,home
64,3,9,23,54,8,24,12,18,9,21,3,12,3,14,19,53,76,6,6,27,58,11,27,11,15,8,25,2,15,3,12,17,59,away
66,8,19,24,58,7,22,12,17,11,22,3,11,3,14,21,54,76,18,9,25,57,9,23,17,22,11,25,3,14,2,15,18,56,away
82,3,0,26,60,8,20,22,31,16,35,4,15,5,14,16,53,88,3,0,32,65,9,25,15,18,12,28,4,20,6,7,15,57,away
75,20,11,25,58,6,20,19,25,12,23,3,12,3,11,17,52,65,8,22,23,59,6,22,13,21,13,25,4,9,3,16,20,53,home
71,7,6,26,59,6,17,14,21,13,25,4,10,4,15,22,55,66,2,11,23,57,8,22,11,15,7,21,2,11,4,14,20,58,away
69,14,14,24,55,7,17,15,20,10,25,3,13,3,13,17,53,72,13,15,25,54,8,21,15,21,8,25,3,12,4,13,19,56,home
74,1,1,28,62,11,29,8,15,11,25,3,13,5,14,16,60,80,2,1,29,62,6,19,17,21,13,23,3,13,3,13,23,58,away
72,14,9,25,55,9,23,14,19,9,28,4,13,2,13,16,55,72,14,11,26,56,5,14,15,19,12,25,3,12,1,13,18,54,away
