home_score,home_wins,home_losses,home_fgm,home_fga,home_3pm,home_3pa,home_ftm,home_fta,home_oreb,home_dreb,home_treb,home_ast,home_blk,home_to,home_pf,home_poss,away_score,away_wins,away_losses,away_fgm,away_fga,away_3pm,away_3pa,away_ftm,away_fta,away_oreb,away_dreb,away_treb,away_ast,away_blk,away_to,away_pf,away_poss,winner
71,5,18,24,56,6,18,17,23,10,25,4,11,5,16,19,57,82,21,5,30,60,7,18,16,23,12,23,3,15,3,16,23,62,away
82,4,1,30,63,6,20,15,23,12,28,2,16,5,13,23,62,68,3,2,25,56,7,19,11,16,9,21,2,13,2,11,15,54,home
77,10,14,28,64,7,22,15,22,14,26,3,14,4,14,20,58,66,12,12,22,53,8,21,14,19,9,24,3,11,3,12,17,50,away
69,2,5,27,64,8,23,8,13,13,26,4,14,2,13,21,57,71,5,4,25,53,8,20,12,18,10,26,4,15,3,15,18,56,home
69,5,24,25,61,5,16,13,20,12,23,3,11,2,14,19,57,71,13,15,25,59,6,18,15,22,12,22,4,11,2,14,20,55,home
76,8,3,27,56,7,17,16,24,11,25,3,14,4,14,18,57,82,9,2,29,58,9,21,16,23,12,27,3,16,3,14,22,58,away
73,20,11,25,54,9,25,15,19,8,26,3,15,4,12,17,55,78,18,14,28,58,8,23,14,19,10,24,2,14,3,12,18,57,home
77,2,6,26,58,8,26,17,25,10,26,3,16,3,17,24,60,71,2,5,26,61,7,24,13,20,14,26,5,16,5,13,20,54,home
70,17,11,26,59,7,21,11,16,12,27,3,13,4,12,18,54,74,15,13,26,57,9,23,14,18,8,25,3,15,2,13,16,58,away
91,1,1,30,60,8,18,23,30,9,29,4,16,4,13,19,63,66,1,1,21,61,5,23,19,28,9,25,5,7,4,8,16,49,away
78,16,6,28,62,8,22,14,19,11,28,1,13,7,12,17,59,85,16,6,31,64,9,24,15,22,13,27,3,16,5,13,18,61,away
67,4,3,23,54,6,20,15,20,10,22,4,14,2,16,15,55,82,5,2,30,60,6,17,16,25,13,27,3,13,2,14,20,60,away
69,4,6,23,61,6,19,17,25,14,28,3,11,1,12,23,51,76,7,3,27,55,7,17,14,22,8,28,2,14,4,14,21,60,away
72,4,5,25,54,8,23,13,18,8,22,4,11,2,14,17,57,65,1,7,23,62,6,17,14,21,12,21,3,11,3,17,21,57,home
75,6,14,26,61,8,21,15,21,12,26,4,13,5,13,19,56,81,12,8,28,61,10,25,15,21,11,23,3,18,2,14,20,60,home
78,5,2,28,60,6,21,15,21,12,29,3,14,4,15,18,60,79,5,1,28,56,7,20,16,21,8,30,3,16,4,14,18,60,away
71,6,11,25,58,8,26,12,17,9,26,3,14,3,14,20,58,83,12,8,28,65,9,24,18,26,12,26,3,13,4,11,18,58,home
66,1,3,22,63,5,19,17,23,14,24,4,10,2,11,22,49,88,4,1,30,61,10,26,18,23,10,31,1,17,6,14,23,63,away
77,14,3,27,56,8,21,15,20,9,23,2,14,3,10,19,56,77,13,3,27,58,7,21,16,23,12,27,4,15,3,12,19,55,home
76,2,2,26,61,12,31,11,17,9,27,4,14,3,13,18,59,73,1,3,26,62,11,29,10,15,9,26,3,13,2,14,18,60,home
75,3,5,26,57,5,14,17,24,11,24,4,12,7,15,19,57,82,4,5,29,63,9,22,15,21,11,27,3,16,5,14,21,63,away
68,8,8,23,52,8,24,14,19,8,27,3,14,3,15,18,55,94,13,2,35,68,8,22,17,23,16,29,3,20,6,12,17,63,away
102,2,0,32,73,11,34,27,34,18,40,4,12,6,9,16,58,74,0,1,23,59,10,28,18,27,6,34,7,11,0,24,32,69,home
76,11,19,26,56,7,19,18,25,9,27,3,13,2,15,22,58,65,12,17,23,55,8,23,11,15,9,23,3,12,3,13,19,53,away
92,0,1,30,71,9,28,23,27,6,29,1,14,7,9,27,67,63,2,0,23,52,3,13,14,18,9,36,3,9,2,14,19,53,home
77,10,6,27,58,7,19,16,24,11,26,3,15,4,14,18,57,87,15,1,29,58,8,20,20,25,10,30,3,18,4,13,17,60,home
74,11,3,27,57,6,18,14,20,13,27,3,12,4,13,16,54,82,14,2,29,62,10,25,14,16,11,26,3,18,4,9,15,57,away
77,13,11,26,57,8,22,17,23,10,26,3,15,3,12,17,55,77,16,9,27,57,9,23,14,20,11,25,4,16,5,12,16,55,home
76,13,6,27,61,9,26,13,20,10,30,4,16,3,12,18,59,77,9,8,25,58,7,22,20,26,11,25,3,13,3,14,21,57,home
73,19,9,26,54,6,17,16,22,8,24,3,12,2,13,19,56,70,16,11,24,54,7,20,15,22,9,24,3,14,2,14,20,54,home
61,0,1,22,56,4,18,13,18,10,19,2,12,8,22,21,61,60,0,1,23,55,8,24,6,12,5,27,4,10,1,13,20,57,away
77,17,10,28,59,7,18,15,21,12,26,4,12,4,13,20,56,71,11,16,26,58,6,17,13,20,10,25,3,11,2,11,17,54,home
80,1,3,28,61,5,15,19,27,14,27,3,14,1,15,19,58,67,1,3,26,62,6,18,10,16,14,24,5,13,3,14,19,56,home
68,10,9,24,53,4,11,17,24,9,26,3,13,3,12,20,52,82,15,4,28,61,9,23,17,24,13,28,5,17,4,12,20,56,away
73,22,9,25,58,7,20,16,22,11,26,2,14,6,11,17,53,73,25,7,27,58,9,25,11,17,9,24,2,15,3,9,16,55,away
63,9,15,22,54,7,25,11,15,6,23,3,14,3,13,16,55,73,10,14,26,63,8,25,14,21,9,28,3,14,3,10,15,56,away
69,7,18,24,60,8,24,14,20,12,27,3,14,2,14,18,55,74,12,13,26,59,8,21,14,19,10,24,2,13,3,11,22,55,away
72,6,9,25,62,8,25,13,20,10,28,4,13,4,13,22,58,72,11,4,25,58,9,23,13,19,11,27,3,14,5,13,19,55,away
69,15,14,24,54,7,17,15,20,10,25,3,13,3,13,17,53,75,17,13,27,56,6,16,15,24,11,26,3,14,3,15,20,58,away
81,21,10,30,60,7,19,15,20,11,28,3,15,3,15,18,62,76,7,24,28,64,10,29,10,14,11,23,3,14,3,12,18,59,home
72,6,20,27,65,7,22,11,18,13,23,4,14,3,13,20,58,69,14,13,24,57,7,20,14,21,10,28,3,11,5,14,21,56,home
67,1,1,23,51,6,17,15,24,7,23,3,14,2,11,17,51,61,0,3,22,59,5,17,12,19,14,25,5,11,2,17,21,53,home
85,21,4,29,61,9,24,18,24,13,27,3,18,4,14,19,59,66,14,12,24,54,6,19,13,20,11,24,3,14,3,14,16,51,home
72,8,14,26,59,8,22,13,18,11,23,4,11,3,14,18,57,73,16,6,26,58,9,23,11,17,8,25,3,13,5,11,17,57,away
76,5,11,28,64,5,17,16,20,11,28,3,14,4,13,21,60,61,2,16,22,55,5,17,11,16,11,21,4,10,3,16,17,54,home
81,11,6,28,61,9,25,16,21,11,24,3,18,2,14,20,60,69,5,12,24,56,8,24,13,19,8,24,4,12,3,14,20,56,home
86,11,2,31,64,8,20,17,23,13,31,3,18,5,14,15,62,79,7,5,27,56,8,20,18,23,11,24,2,13,4,14,19,56,home
69,10,13,25,53,7,19,13,19,7,24,2,14,3,14,22,57,76,9,13,26,59,7,19,18,26,13,25,4,14,3,16,20,57,home
73,12,11,26,55,6,18,16,23,11,25,3,15,4,14,20,54,75,17,7,27,58,7,19,15,22,10,23,3,12,5,14,19,57,home
66,1,10,23,59,8,23,11,16,9,21,3,13,2,14,20,57,70,2,8,25,59,6,18,14,20,12,25,3,11,4,16,20,57,away
78,1,5,28,62,8,22,14,24,9,22,3,13,2,13,25,61,81,4,3,29,64,6,19,18,23,13,23,3,12,5,13,22,60,away
84,12,2,31,65,9,25,12,18,13,22,3,15,3,11,20,61,77,8,6,28,62,9,27,10,17,11,28,3,16,3,13,18,59,home
78,13,18,27,60,9,25,14,22,13,27,4,13,4,16,19,59,78,17,14,27,57,10,25,14,20,9,24,3,14,2,13,19,57,home
77,26,7,28,59,9,22,14,19,12,27,3,15,3,12,21,56,78,22,10,28,60,7,22,15,21,11,27,3,15,3,12,17,57,home
86,2,5,32,71,7,21,15,23,15,25,4,17,3,13,19,64,71,4,3,24,50,7,18,16,24,12,24,2,13,3,17,16,53,home
70,7,15,24,59,7,20,15,22,10,24,3,11,3,13,20,56,73,13,9,26,56,4,13,16,22,12,24,3,17,3,17,17,58,away
72,8,8,26,60,7,23,14,22,12,25,3,13,3,14,21,56,68,9,6,24,55,6,19,13,21,10,24,3,14,5,12,19,53,home
81,7,5,29,66,10,29,13,19,14,24,5,16,4,15,24,61,75,7,6,28,61,7,22,12,18,12,25,2,14,4,14,21,60,home
79,6,6,26,57,9,22,18,24,10,27,3,16,2,11,18,54,72,6,6,25,55,7,19,14,21,9,25,3,16,3,15,20,57,home
68,14,14,24,55,5,14,15,22,12,23,4,14,3,16,19,54,73,19,10,26,57,8,21,14,21,11,24,3,15,3,14,17,56,away
80,6,5,28,62,8,19,17,23,12,28,4,13,5,14,20,60,80,12,0,28,56,7,19,16,22,11,26,3,18,6,12,15,55,away
66,0,1,25,57,5,16,11,15,10,21,3,14,1,16,35,58,65,0,1,18,55,8,26,21,30,10,20,1,10,0,16,22,50,home
75,13,7,27,59,9,24,13,19,12,25,3,13,4,12,18,55,66,8,12,23,53,7,19,14,21,9,27,3,11,4,16,20,55,home
83,9,2,28,58,7,18,20,28,9,28,4,15,5,12,18,58,71,3,7,25,62,6,21,15,23,11,22,3,12,3,13,21,56,home
83,13,4,29,59,9,22,16,23,9,27,3,16,3,12,17,60,68,11,6,24,57,4,12,15,22,12,26,4,15,7,14,17,54,home
77,3,2,26,60,9,27,16,22,11,24,4,14,3,13,21,57,64,1,3,23,57,4,15,15,20,12,24,2,10,3,16,22,54,home
78,22,8,28,58,8,20,14,21,9,25,3,16,2,12,17,58,68,19,11,22,51,9,25,13,18,5,24,3,13,2,11,19,52,home
83,30,4,30,61,9,22,15,22,12,27,2,16,5,13,18,60,80,27,7,28,58,9,22,15,20,10,28,3,18,3,13,16,59,home
70,20,13,23,52,9,24,15,20,8,25,3,14,4,13,21,54,80,23,12,28,61,9,24,14,21,10,27,3,12,4,12,19,60,away
78,9,6,29,63,10,24,10,14,10,28,4,19,3,15,19,64,68,4,11,24,56,8,25,13,17,6,28,2,12,3,13,17,57,home
65,9,19,23,53,7,20,13,19,8,21,2,12,4,15,20,55,75,8,18,25,59,7,22,18,25,10,26,3,11,4,13,18,56,home
75,3,0,25,60,7,24,17,22,13,29,3,14,3,12,16,53,84,3,0,29,55,6,17,21,27,9,31,2,16,4,13,16,59,away
77,1,7,27,60,12,27,12,16,11,22,4,14,3,17,18,62,79,5,1,27,57,8,23,17,25,11,27,3,15,6,12,16,55,home
73,5,22,25,55,9,26,14,20,8,26,3,12,3,16,18,59,67,10,16,24,56,8,24,11,16,9,23,3,12,3,13,19,54,home
66,5,9,25,58,5,19,12,18,12,29,3,12,2,16,18,57,73,4,8,27,61,7,22,12,18,10,23,2,14,3,15,19,60,home
71,11,13,26,58,8,21,12,16,10,27,3,13,3,14,18,58,72,9,13,26,59,7,21,13,19,12,23,3,12,4,14,17,56,home
68,1,1,25,58,7,24,12,21,7,24,1,12,4,9,19,54,87,1,0,38,68,8,21,3,4,13,24,2,19,8,16,16,73,away
71,11,19,24,57,8,24,15,21,9,24,2,14,4,14,20,56,72,12,18,25,58,7,23,16,22,11,25,4,14,4,14,21,55,home
80,10,1,28,58,7,20,17,26,13,25,3,17,5,12,18,55,69,5,7,24,55,7,19,15,23,9,27,3,12,4,14,20,55,home
71,1,1,22,54,8,25,19,28,13,27,6,12,6,11,22,46,80,1,1,29,65,9,20,14,19,13,30,6,16,3,16,21,63,home
92,1,0,35,66,6,16,16,24,10,29,2,20,9,13,29,69,81,0,1,28,55,9,20,16,20,7,18,1,12,6,17,32,64,home
87,1,1,31,62,8,25,18,20,10,30,2,16,4,13,18,63,67,0,2,23,59,11,26,12,15,6,22,2,13,2,19,20,64,home
87,8,2,29,60,9,24,19,25,14,32,3,16,6,16,19,60,69,3,9,26,58,8,21,9,14,11,21,5,14,3,14,19,57,home
69,16,12,24,57,7,23,14,19,10,25,3,11,5,12,17,53,75,11,18,26,58,8,22,15,21,10,26,3,15,2,12,18,55,home
86,1,0,27,53,10,25,22,32,8,31,3,17,5,19,26,63,89,1,0,32,62,5,23,20,27,15,32,2,14,3,12,23,58,home
70,14,6,25,57,7,19,14,22,12,28,4,12,5,13,18,52,69,11,9,24,56,5,14,16,23,10,25,3,13,3,13,19,54,home
70,10,16,25,56,8,21,12,18,9,24,2,12,4,12,17,55,70,10,16,25,59,8,25,12,19,12,24,4,14,3,14,20,56,home
70,16,12,24,54,6,19,15,22,12,23,3,13,3,18,22,56,75,11,16,26,59,7,19,17,25,12,24,3,14,3,15,20,57,away
78,2,2,29,63,8,23,12,15,8,27,3,17,4,13,22,63,78,2,2,26,58,9,22,17,26,10,26,5,16,2,12,26,55,home
79,19,10,30,58,7,19,13,19,10,28,3,15,3,13,17,61,69,14,15,25,56,5,15,15,22,10,24,3,13,3,13,20,54,home
63,4,11,24,59,5,17,9,14,10,20,4,11,2,12,18,54,84,5,12,28,69,14,41,14,22,11,28,4,18,3,16,20,65,away
71,6,1,25,54,6,18,15,22,10,35,3,13,5,15,14,55,69,1,8,26,61,8,22,10,15,10,22,2,13,3,14,22,58,home
79,6,6,29,60,7,19,14,22,9,27,3,16,3,13,21,61,69,3,11,23,61,8,26,15,22,12,25,3,14,2,13,18,53,home
82,1,0,30,62,7,26,15,23,14,24,4,15,2,14,16,59,66,0,1,26,74,9,29,5,6,12,27,7,12,2,13,27,62,home
93,9,2,31,66,9,24,23,30,16,24,4,14,4,14,26,61,79,7,3,28,59,5,15,19,25,12,24,4,13,6,13,19,57,home
81,16,6,28,66,9,27,16,21,15,24,3,15,5,12,21,56,75,16,6,27,56,8,21,14,19,9,22,3,15,3,11,19,55,home
88,11,0,31,61,9,21,16,22,11,27,3,20,4,14,16,63,88,7,3,31,59,12,25,14,18,7,28,2,19,6,13,16,65,home
76,11,1,28,56,8,20,14,21,11,26,2,17,5,13,17,57,70,6,6,25,58,6,21,14,22,11,26,4,12,5,12,17,54,home
75,18,11,26,57,7,20,16,24,12,26,3,15,3,13,19,53,82,17,11,29,59,10,24,14,18,9,25,3,17,4,12,19,60,away
73,15,10,26,55,6,17,16,21,10,27,3,15,5,14,17,56,63,14,10,23,56,5,16,13,20,14,25,3,13,5,12,18,47,away
69,11,19,24,56,7,20,14,20,9,22,3,12,4,13,21,55,72,14,15,25,57,5,16,17,24,12,26,4,12,4,14,19,54,home
77,16,4,28,58,7,21,14,20,11,27,3,15,4,13,18,58,76,10,10,26,55,9,22,15,20,10,25,3,15,2,13,18,55,home
77,10,1,28,56,8,20,13,20,11,26,2,17,5,13,17,57,76,7,5,28,59,6,17,13,23,12,25,4,15,3,14,21,58,home
84,16,8,29,63,10,28,16,21,8,28,3,17,6,14,18,64,69,10,14,25,61,6,17,12,17,11,27,3,11,4,13,18,56,home
68,2,3,25,62,5,16,13,17,14,24,3,8,5,12,15,53,53,0,1,17,49,7,23,12,17,9,24,4,10,2,17,13,48,home
74,14,15,28,59,6,18,12,17,12,26,4,15,3,14,19,58,76,18,12,27,58,6,20,16,22,10,26,4,15,2,14,18,58,home
99,0,1,31,71,7,23,30,38,12,27,3,16,2,11,32,64,95,2,0,31,64,10,26,24,34,13,35,1,17,8,13,20,61,home
68,4,4,22,55,5,13,18,27,11,23,3,8,3,14,20,52,77,4,6,27,66,9,28,14,21,9,28,5,15,3,12,21,61,away
88,13,8,31,70,10,27,16,22,14,23,3,17,4,13,23,63,74,14,7,25,55,8,21,14,19,9,28,3,15,3,14,18,57,away
78,19,5,28,61,7,19,15,22,13,27,2,14,6,11,20,55,73,16,7,26,57,7,18,14,19,12,26,3,12,4,13,16,54,home
79,15,2,28,60,8,22,15,21,12,27,3,17,7,13,17,58,66,4,13,24,53,6,17,13,20,10,25,3,12,4,16,19,55,home
69,17,13,24,58,8,25,12,17,11,24,3,13,3,12,20,53,69,17,12,23,52,8,24,15,21,8,25,3,14,4,13,21,53,away
82,12,5,28,63,10,25,17,22,12,25,3,14,5,10,17,56,85,12,5,31,63,8,20,15,23,10,26,2,16,5,11,20,62,home
73,9,9,26,58,10,27,11,15,9,25,2,13,3,12,17,56,71,5,13,26,59,6,17,13,19,11,25,3,12,3,14,20,57,home
75,12,6,26,56,7,19,16,23,10,27,3,13,6,14,20,57,75,14,4,28,60,7,22,13,20,12,28,3,14,6,14,15,58,home
68,2,1,25,49,6,13,13,16,6,22,3,13,1,14,20,56,59,1,2,19,53,5,19,16,22,8,30,1,6,5,13,18,49,home
75,5,1,27,55,7,17,14,21,8,25,4,15,3,13,21,58,80,2,2,31,67,10,28,8,11,10,30,4,18,1,12,19,65,home
72,11,9,25,59,8,24,14,18,10,24,3,15,5,12,19,55,78,13,7,28,61,7,19,14,20,11,27,2,15,6,13,18,59,home
80,5,1,30,61,7,20,13,21,13,25,3,15,4,13,18,58,83,6,0,30,59,7,20,17,22,11,28,3,17,5,13,17,60,home
78,8,6,28,63,8,23,14,19,9,29,4,14,3,13,15,62,77,10,5,27,60,9,25,15,19,10,27,3,15,4,13,17,58,away
86,1,1,31,62,8,19,17,26,11,32,3,13,7,15,23,64,66,2,1,25,58,4,15,12,17,9,33,4,11,2,13,18,56,away
75,11,7,26,62,7,21,16,23,12,27,3,12,4,12,20,56,79,7,9,28,62,9,23,15,22,12,25,4,16,3,13,21,58,home
69,8,4,24,55,5,20,17,25,9,26,3,13,2,15,20,55,68,3,12,24,61,8,23,12,17,10,23,3,11,3,13,21,56,home
63,2,1,22,55,5,15,15,26,14,29,5,13,5,14,22,48,74,3,1,28,62,7,20,12,19,12,27,3,13,5,13,19,58,away
83,4,2,30,61,10,23,14,21,10,28,3,15,3,15,20,65,95,4,1,35,66,6,18,19,26,12,28,2,16,5,12,20,66,away
77,6,2,26,58,7,21,18,25,9,30,4,15,4,12,17,55,72,4,4,27,59,8,22,11,16,12,27,4,16,5,18,23,60,home
90,4,0,32,61,11,24,16,23,9,30,3,16,4,12,18,63,82,2,1,26,60,6,23,24,30,13,25,4,15,5,12,24,54,away
76,9,2,25,60,6,20,20,25,13,26,4,12,3,15,20,56,67,5,7,24,55,9,25,11,15,8,24,2,14,2,11,19,53,away
82,26,7,29,64,8,21,17,24,15,23,3,17,5,12,21,57,81,22,10,29,63,10,25,12,17,9,26,3,16,4,10,16,60,away
75,20,9,27,59,9,24,12,18,9,25,3,13,5,11,18,57,75,14,15,26,58,9,26,15,20,9,27,3,13,4,12,17,57,away
79,12,4,27,56,8,21,16,23,10,23,4,12,5,13,18,57,97,9,9,32,77,13,37,21,27,15,25,4,18,3,15,23,68,home
73,16,8,26,56,8,21,14,21,8,26,3,12,4,12,17,55,77,15,9,27,56,8,19,14,20,9,27,3,16,2,14,20,58,home
82,23,6,30,61,10,26,12,17,10,26,3,17,4,11,15,61,71,17,12,26,59,7,22,13,20,11,26,3,11,5,12,16,55,home
91,9,3,30,69,13,36,19,24,12,29,3,12,3,10,18,61,66,4,11,24,59,7,22,11,17,11,23,3,12,2,13,19,55,home
74,11,3,27,52,7,18,14,19,6,27,3,16,3,14,15,59,75,6,8,25,59,9,24,15,21,9,27,3,12,4,17,21,61,away
66,2,3,23,55,8,25,11,15,9,26,2,14,3,17,18,57,77,3,2,27,64,11,32,11,14,12,25,3,14,1,13,17,58,away
72,9,15,25,57,7,21,16,23,10,25,4,11,4,15,21,57,90,16,8,29,67,13,35,19,25,12,28,4,12,3,11,19,60,home
72,2,0,27,52,6,17,14,21,9,26,5,13,2,17,20,58,67,2,1,24,58,9,22,11,16,7,29,4,11,2,14,18,58,home
66,6,2,24,57,9,24,10,14,12,21,3,13,3,13,18,52,82,7,2,28,58,8,21,18,23,11,28,2,17,5,13,18,58,away
75,11,6,27,59,8,25,14,19,10,27,3,15,3,13,17,58,78,12,5,26,59,10,28,16,20,11,26,3,13,4,12,15,55,home
90,4,4,30,64,11,30,20,31,15,33,5,15,4,15,22,61,64,4,4,22,53,6,17,15,19,10,26,4,13,3,14,18,51,home
98,11,0,36,65,11,25,14,19,9,32,2,24,7,12,17,70,75,8,2,27,56,7,19,14,22,11,29,3,15,4,13,16,56,home
69,6,22,23,55,8,23,15,21,7,24,3,11,3,13,20,54,81,17,11,28,61,10,25,15,20,11,23,3,18,2,13,20,60,home
68,5,6,25,55,7,19,11,17,9,26,3,13,3,15,16,57,66,3,9,23,58,8,26,12,17,9,28,3,14,2,16,19,58,home
71,18,11,24,54,6,19,17,24,12,23,3,13,4,14,17,52,62,8,21,22,53,6,18,13,17,10,23,4,12,2,14,17,51,away
77,5,3,27,59,8,25,15,24,13,28,3,15,4,14,20,56,76,5,3,27,63,9,22,14,20,12,24,2,16,4,12,20,57,home
79,13,3,27,59,7,20,18,25,12,23,3,12,5,11,18,54,73,11,5,25,57,5,17,18,24,11,29,3,14,4,14,18,55,home
80,11,0,28,56,10,25,14,18,9,27,2,15,3,10,14,56,62,3,7,24,55,5,19,9,16,9,24,2,11,3,13,19,54,home
72,7,5,26,55,8,20,13,19,9,26,3,15,2,15,21,57,64,1,7,23,64,6,20,11,16,13,23,3,10,2,13,20,54,home
69,16,11,23,53,9,24,14,20,8,25,3,14,4,13,21,53,75,21,7,26,53,7,18,16,21,7,26,3,16,4,12,17,57,home
81,13,10,29,63,8,23,15,22,12,27,3,17,4,14,18,60,71,10,12,26,61,6,18,13,19,13,25,3,11,4,13,18,55,home
75,16,10,26,53,8,20,16,22,10,27,3,14,4,14,16,55,70,15,10,25,57,8,22,13,18,10,24,3,14,5,12,19,54,home
77,28,5,28,55,8,19,13,17,8,26,2,16,3,10,16,56,73,22,11,26,56,8,21,14,21,11,24,3,15,3,14,17,56,home
83,5,0,29,57,9,21,16,21,12,30,2,19,4,15,17,60,52,0,7,18,59,6,27,9,11,6,25,4,7,3,13,21,53,home
76,7,17,25,59,7,21,18,25,11,26,3,11,4,13,19,56,73,13,12,25,59,5,15,18,25,12,25,4,12,3,15,23,57,away
63,4,5,22,56,7,22,12,20,10,26,4,12,5,13,20,51,78,4,9,27,59,8,25,16,24,12,27,4,13,3,18,20,61,home
78,3,1,26,53,6,15,20,26,6,34,5,15,4,16,16,61,80,4,1,30,59,9,24,11,17,9,30,4,19,2,13,16,63,away
78,1,1,28,71,10,30,12,21,10,23,3,11,3,9,21,61,57,0,2,21,62,4,15,11,18,14,28,5,8,6,19,20,55,home
69,13,10,24,55,6,18,16,22,12,27,3,13,5,13,16,51,86,21,3,28,62,10,26,19,24,12,26,3,15,6,13,20,58,away
65,17,14,22,51,6,14,14,18,8,25,4,13,3,14,18,53,65,15,15,23,54,7,22,12,17,9,26,2,11,2,12,15,51,away
70,15,11,25,54,7,19,13,19,10,25,3,14,4,14,19,54,78,17,4,28,57,10,30,13,17,8,27,2,17,3,13,18,60,away
87,4,0,31,61,8,19,17,24,14,25,4,16,8,11,23,57,86,3,1,28,58,9,24,21,30,11,30,3,14,6,14,20,59,away
61,5,19,21,57,7,20,12,21,11,22,4,9,2,13,20,50,74,16,6,27,58,8,22,13,19,11,27,4,14,3,12,19,56,away
85,19,6,29,61,11,26,16,21,9,30,3,14,3,11,16,60,75,12,10,27,55,9,24,13,17,7,27,2,14,2,13,17,58,home
90,29,4,34,65,10,24,13,17,10,29,2,21,5,12,16,66,77,22,13,27,64,7,22,15,21,15,25,3,13,4,13,19,56,home
69,4,11,26,61,6,18,11,17,13,23,4,15,3,15,18,56,77,4,11,29,63,8,23,11,16,10,25,3,15,2,15,17,64,home
64,3,16,23,58,5,17,14,22,13,24,3,9,4,17,19,55,83,11,11,29,63,9,24,17,23,11,26,3,17,5,13,21,61,away
76,16,6,27,56,11,31,11,15,8,26,3,16,3,13,16,59,70,7,13,25,59,8,22,13,19,11,23,4,13,3,14,21,56,home
76,19,10,27,58,5,16,16,22,11,24,3,13,4,14,20,58,70,18,13,24,54,6,18,16,22,11,23,3,13,3,17,21,55,home
78,4,3,28,63,9,26,13,21,13,24,5,12,4,11,21,55,79,4,3,29,59,8,20,12,16,10,27,5,17,3,14,20,61,away
75,11,6,27,60,8,23,13,18,11,28,3,14,4,13,16,57,70,4,9,25,54,8,21,12,17,7,22,3,13,3,15,17,57,home
77,6,3,28,58,7,20,14,20,11,28,3,15,4,15,17,59,74,7,2,28,59,9,27,9,14,10,24,2,16,4,10,13,56,home
83,3,3,31,59,6,18,15,20,8,26,2,17,3,14,20,64,80,5,1,27,63,8,21,19,25,12,29,5,15,3,13,18,58,home
70,8,14,25,61,7,22,13,19,11,26,3,12,3,12,19,55,82,16,8,27,58,9,24,18,24,10,27,3,14,4,15,19,60,away
71,12,12,26,58,9,24,10,14,10,24,3,14,1,12,17,56,66,14,13,23,54,6,19,13,20,11,24,3,13,3,13,16,51,home
79,9,6,28,62,9,26,15,23,12,25,4,12,3,11,20,56,72,8,7,26,60,7,23,13,21,12,25,2,13,3,13,21,56,home
95,9,2,32,58,10,22,21,28,8,29,2,20,3,14,18,65,76,6,5,27,56,9,25,13,19,9,24,4,12,2,13,16,57,home
66,4,7,24,55,7,20,11,16,8,23,2,12,2,11,16,52,78,6,3,29,58,7,16,14,21,9,25,3,14,4,13,16,60,home
70,13,10,25,55,7,19,13,18,10,25,3,14,3,14,19,54,82,9,12,31,65,7,20,13,18,14,25,3,17,3,14,22,62,away
79,25,5,27,56,9,22,16,22,10,26,3,15,3,12,17,56,78,24,8,28,56,12,31,12,16,8,26,3,16,3,12,16,59,home
69,15,15,24,57,6,20,15,21,10,27,3,11,5,15,21,55,68,11,19,25,59,6,18,13,18,10,21,4,12,2,13,19,55,home
68,10,16,23,56,8,24,14,18,10,22,2,14,3,12,18,52,74,14,14,26,56,9,25,13,19,9,25,3,14,2,13,18,56,home
68,10,20,25,56,6,19,13,20,10,25,3,12,4,14,18,55,73,24,6,26,55,7,19,14,19,13,25,4,16,5,13,18,53,away
71,9,11,24,57,8,26,14,20,9,27,3,16,2,15,18,57,80,10,13,28,65,9,25,14,20,13,26,4,16,3,16,24,63,home
80,5,1,28,55,8,16,15,22,10,25,4,16,3,13,19,57,84,5,1,28,66,9,25,19,29,14,28,3,15,3,11,20,56,home
79,14,8,27,60,9,26,16,24,11,26,3,11,3,12,20,56,67,7,15,25,58,7,22,10,16,11,25,3,13,2,13,18,55,home
75,4,2,26,61,7,21,17,25,14,26,2,15,7,12,20,53,72,3,3,24,58,6,19,17,24,10,24,4,12,4,17,23,58,home
79,14,3,27,62,8,23,17,22,11,28,4,18,6,13,17,59,74,2,14,27,61,8,21,13,20,10,22,3,12,3,15,24,60,away
74,16,8,25,53,9,24,15,20,10,27,3,14,5,15,18,55,74,18,6,27,59,6,22,13,19,11,27,3,13,6,13,16,58,home
74,9,12,26,59,11,30,11,14,8,26,3,15,2,14,17,59,85,16,6,28,60,9,24,19,26,11,26,3,15,4,11,19,58,away
80,11,9,28,59,9,24,15,21,9,28,3,17,5,13,18,60,76,8,14,27,63,8,23,13,20,12,25,3,15,3,13,20,58,home
70,6,15,27,59,6,16,10,16,9,24,3,14,3,13,17,59,85,21,0,31,61,8,21,15,20,10,30,3,17,4,11,17,60,away
67,14,15,23,60,5,18,16,23,14,25,4,11,3,14,20,51,64,9,23,21,54,5,17,16,25,12,25,3,9,4,15,19,50,away
74,15,9,27,57,8,20,13,17,8,26,3,15,3,15,19,60,69,10,14,24,55,9,25,12,17,9,23,3,12,2,12,15,54,home
76,23,8,27,58,8,21,14,20,10,27,3,15,4,14,18,58,70,10,22,24,55,8,24,14,19,9,23,3,13,2,14,15,55,home
71,7,13,25,62,7,20,14,21,12,23,3,11,2,15,19,57,78,6,12,29,64,5,18,15,20,11,29,4,15,4,14,21,62,away
70,11,12,25,56,8,23,12,16,12,25,4,14,2,12,18,52,74,14,8,27,56,9,23,13,18,9,27,3,15,3,13,17,57,away
